year,month,ym,sido_name,pm25_mean,pm10_mean,pm25_p90,pm10_p90,pm25_alert_days,pm10_alert_days
2021,12,2021-12,강원,17.369070208728658,28.734345351043643,30.352941176470587,44.76470588235294,1.0,0.0
2022,1,2022-01,강원,23.962049335863377,35.557874762808346,34.529411764705884,49.11764705882353,3.0,0.0
2022,2,2022-02,강원,22.198529411764707,34.75630252100841,40.6264705882353,58.37647058823531,4.0,0.0
2022,3,2022-03,강원,19.33732718894009,35.27926267281106,33.42857142857143,58.74285714285714,3.0,0.0
2022,4,2022-04,강원,16.30095238095238,35.839047619047626,25.048571428571428,50.534285714285716,0.0,0.0
2022,5,2022-05,강원,14.928110599078341,30.017511520737322,22.714285714285715,43.91428571428571,0.0,0.0
2022,6,2022-06,강원,11.180000000000001,20.67238095238095,19.362857142857145,32.26,0.0,0.0
2022,7,2022-07,강원,8.707834101382488,17.323502304147468,13.457142857142857,24.97142857142857,0.0,0.0
2022,8,2022-08,강원,8.174193548387096,16.199078341013823,12.82857142857143,22.82857142857143,0.0,0.0
2022,9,2022-09,강원,,16.31904761904762,,20.457142857142856,,0.0
2022,10,2022-10,강원,9.438172043010754,17.010752688172044,15.472222222222221,25.666666666666668,0.0,0.0
2022,11,2022-11,강원,17.387962962962966,31.10370370370371,24.700000000000003,44.40277777777778,1.0,0.0
2022,12,2022-12,강원,17.843189964157705,31.64695340501792,26.25,38.833333333333336,1.0,1.0
2023,1,2023-01,강원,20.310931899641577,36.93279569892473,33.72222222222222,56.0,3.0,0.0
2023,2,2023-02,강원,24.16505791505792,37.06177606177606,39.63783783783784,55.11621621621622,5.0,0.0
2023,3,2023-03,강원,24.31093189964158,56.99551971326164,37.30555555555556,74.83333333333333,5.0,0.0
2023,4,2023-04,강원,18.159459459459462,59.145945945945954,25.28378378378379,106.3702702702703,1.0,5.0
2023,5,2023-05,강원,13.746294681778554,33.689625108979946,18.7027027027027,45.75675675675676,0.0,1.0
2023,6,2023-06,강원,11.663063063063062,22.84504504504505,17.497297297297298,31.670270270270276,0.0,0.0
2023,7,2023-07,강원,10.75326939843069,22.410636442894507,17.756756756756758,33.21621621621622,0.0,0.0
2023,8,2023-08,강원,7.652329749103943,16.5573476702509,11.333333333333334,23.916666666666668,0.0,0.0
2023,9,2023-09,강원,8.326666666666666,,14.714285714285715,,0.0,
2023,10,2023-10,강원,12.40552995391705,22.999078341013828,19.97142857142857,32.142857142857146,0.0,0.0
2023,11,2023-11,강원,14.460952380952383,25.5,23.774285714285718,39.18000000000001,0.0,0.0
2023,12,2023-12,강원,16.95430107526882,,30.944444444444443,,1.0,
2024,1,2024-01,강원,19.879032258064512,,29.27777777777778,,1.0,
2024,2,2024-02,강원,15.405753968253967,23.051587301587308,33.59444444444445,44.34444444444445,3.0,0.0
2024,3,2024-03,강원,19.467741935483872,43.145161290322584,32.666666666666664,63.611111111111114,2.0,1.0
2024,4,2024-04,강원,18.29298245614035,,27.121052631578948,,2.0,
2024,5,2024-05,강원,11.00679117147708,25.377758913412563,15.157894736842104,35.1578947368421,0.0,0.0
2024,6,2024-06,강원,13.774774774774773,27.84234234234234,18.813513513513513,38.58108108108109,0.0,0.0
2024,7,2024-07,강원,8.468590831918506,,13.605263157894736,,0.0,
2024,8,2024-08,강원,9.866723259762308,,15.552631578947368,,0.0,
2024,9,2024-09,강원,7.013157894736842,17.006140350877196,10.071052631578949,23.402631578947368,0.0,0.0
2024,10,2024-10,강원,9.504244482173174,,13.552631578947368,,0.0,
2024,11,2024-11,강원,12.464912280701755,24.55789473684211,16.05263157894737,31.926315789473687,0.0,0.0
2024,12,2024-12,강원,14.932088285229206,29.18421052631579,25.236842105263158,46.86842105263158,0.0,0.0
2025,1,2025-01,강원,,35.23904052936311,,54.256410256410255,,0.0
2025,2,2025-02,강원,,33.71153846153846,,53.63589743589744,,0.0
2025,3,2025-03,강원,,40.88833746898263,,63.84615384615385,,1.0
2025,8,2025-08,강원,,20.783291976840367,,25.564102564102566,,0.0
2025,11,2025-11,강원,,33.74017094017094,,46.58974358974361,,0.0
2025,12,2025-12,강원,,2.5368072787427622,,0.0,,0.0
2018,1,2018-01,경기,32.94920281794586,54.72465437788018,60.18390804597701,90.05952380952381,10.0,2.0
2018,2,2018-02,경기,30.657635467980295,56.379676870748305,51.55172413793104,79.67380952380952,10.0,1.0
2018,3,2018-03,경기,33.947719688542826,54.91935483870967,58.241379310344826,97.38095238095238,14.0,3.0
2018,4,2018-04,경기,24.23139534883721,54.579919678714866,38.318604651162794,78.15060240963857,6.0,2.0
2018,5,2018-05,경기,20.845461365341333,44.16478818499806,36.06976744186046,74.28915662650603,5.0,1.0
2018,6,2018-06,경기,22.97049808429119,38.682539682539684,32.37816091954023,51.116666666666674,1.0,0.0
2018,7,2018-07,경기,13.847408481333813,26.092273068267072,23.146067415730336,40.325581395348834,0.0,0.0
2018,8,2018-08,경기,12.208408843783976,24.78694673668417,17.60674157303371,36.627906976744185,0.0,0.0
2018,9,2018-09,경기,10.860073260073259,23.861742424242426,16.759340659340662,36.75568181818182,0.0,0.0
2018,10,2018-10,경기,18.0907479617157,34.16532258064516,31.824175824175825,57.15909090909091,3.0,0.0
2018,11,2018-11,경기,33.11648745519713,60.19851851851852,48.636559139784964,92.09666666666669,13.0,3.0
2018,12,2018-12,경기,26.810960804717315,49.385663082437276,42.376344086021504,69.37777777777778,7.0,0.0
2019,1,2019-01,경기,40.395421436004156,71.612548741581,73.74193548387096,103.37362637362638,15.0,5.0
2019,2,2019-02,경기,37.17477203647416,60.250776397515516,58.67446808510638,84.77608695652174,14.0,0.0
2019,3,2019-03,경기,46.47632120796157,,94.42553191489361,,13.0,
2019,4,2019-04,경기,20.77872340425532,,31.63404255319149,,2.0,
2019,5,2019-05,경기,27.71499833721317,55.90118845500849,44.597938144329895,74.36842105263158,8.0,0.0
2019,6,2019-06,경기,18.775170068027208,31.575000000000003,26.441836734693883,43.83645833333333,1.0,0.0
2019,7,2019-07,경기,,29.33266129032258,,48.604166666666664,,0.0
2019,8,2019-08,경기,15.843976300197498,,24.806122448979593,,0.0,
2019,9,2019-09,경기,12.86156462585034,,22.029591836734703,,1.0,
2019,10,2019-10,경기,16.498025016458197,36.27385752688172,26.897959183673468,50.604166666666664,1.0,0.0
2019,11,2019-11,경기,22.247278911564628,45.0670138888889,33.21326530612245,63.46770833333336,2.0,0.0
2019,12,2019-12,경기,29.273097400563735,43.698498882146275,46.99029126213592,63.23762376237624,10.0,0.0
2020,1,2020-01,경기,30.766990291262136,45.76014053018205,49.66990291262136,66.53465346534654,13.0,0.0
2020,2,2020-02,경기,28.354447439353095,43.27747252747253,50.16698113207548,68.99423076923077,10.0,0.0
2020,3,2020-03,경기,25.456177723676202,48.0167493796526,37.528301886792455,62.65384615384615,4.0,0.0
2020,4,2020-04,경기,19.73149847094801,46.14859813084112,29.88256880733945,65.49532710280374,1.0,0.0
2020,5,2020-05,경기,18.68001152073733,37.06686217008798,28.357142857142858,48.14545454545455,0.0,1.0
2020,6,2020-06,경기,21.09672619047619,40.14909090909091,28.03928571428572,54.67545454545455,1.0,0.0
2020,7,2020-07,경기,12.855820476858346,,21.2,,0.0,
2020,8,2020-08,경기,12.724824684431976,23.344561804167856,21.095652173913045,34.29203539823009,0.0,0.0
2020,9,2020-09,경기,10.965517241379308,21.596783625730996,18.686206896551727,33.22631578947368,0.0,0.0
2020,10,2020-10,경기,,37.64908835904629,,60.74782608695652,,0.0
2020,11,2020-11,경기,24.4957627118644,44.11522988505747,47.06864406779661,74.31724137931035,8.0,0.0
2020,12,2020-12,경기,27.79731182795699,44.94313832695461,46.40833333333333,67.44067796610169,11.0,0.0
2021,1,2021-01,경기,21.75979738736337,41.21171049064787,35.13223140495868,60.49579831932773,4.0,1.0
2021,2,2021-02,경기,29.73559907834101,51.04859484777518,57.89596774193549,82.16147540983607,10.0,0.0
2021,3,2021-03,경기,33.19800681877786,72.38176486270328,59.54471544715447,104.08264462809917,9.0,7.0
2021,4,2021-04,경기,18.42493224932249,45.89201101928374,31.925203252032524,75.95950413223142,1.0,0.0
2021,5,2021-05,경기,20.875650364203953,63.66948704389211,31.629032258064516,99.35245901639344,3.0,3.0
2021,6,2021-06,경기,20.742741935483878,36.703825136612025,28.886290322580653,53.08278688524591,1.0,0.0
2021,7,2021-07,경기,14.299947970863684,25.725806451612904,21.443548387096776,35.02459016393443,0.0,0.0
2021,8,2021-08,경기,12.328563995837667,23.822845055526177,20.217741935483872,37.00819672131148,0.0,0.0
2021,9,2021-09,경기,7.648118279569892,16.753005464480875,14.097580645161292,28.164754098360657,0.0,0.0
2021,10,2021-10,경기,14.125622869131918,28.875462718138554,21.024390243902438,38.50819672131148,0.0,0.0
2021,11,2021-11,경기,26.24661246612466,46.19398907103825,40.56829268292685,63.99672131147546,5.0,2.0
2021,12,2021-12,경기,,40.90086546026751,,60.829268292682926,,0.0
2022,1,2022-01,경기,29.72722580645161,45.27983215316024,44.192,63.63414634146341,8.0,1.0
2022,2,2022-02,경기,25.761904761904763,41.59360599078341,49.415079365079364,71.1741935483871,6.0,0.0
2022,3,2022-03,경기,23.485407066052222,45.328563995837676,43.698412698412696,74.33870967741936,7.0,1.0
2022,4,2022-04,경기,22.270105820105815,47.01048387096775,36.39206349206349,65.85645161290323,4.0,1.0
2022,5,2022-05,경기,17.24167946748592,35.386576482830385,23.214285714285715,45.20967741935484,1.0,0.0
2022,6,2022-06,경기,12.652910052910052,23.339516129032265,19.76825396825397,33.48951612903227,0.0,0.0
2022,7,2022-07,경기,14.648717297434594,24.978322580645155,22.023622047244096,34.104,0.0,0.0
2022,8,2022-08,경기,10.201930403860807,19.903225806451616,15.21259842519685,26.84,0.0,0.0
2022,9,2022-09,경기,11.780314960629921,24.278666666666666,16.58346456692914,32.43280000000001,2.0,0.0
2022,10,2022-10,경기,15.813817627635254,29.33754838709677,29.031496062992126,48.752,2.0,0.0
2022,11,2022-11,경기,24.891863517060365,43.892,38.66141732283466,63.05040000000001,5.0,0.0
2022,12,2022-12,경기,21.578867157734315,39.70503225806451,33.732283464566926,48.064,3.0,1.0
2023,1,2023-01,경기,27.439166878333754,49.75896774193547,55.05511811023622,84.744,9.0,2.0
2023,2,2023-02,경기,31.953037120359955,50.203714285714284,61.51732283464567,78.63520000000001,8.0,0.0
2023,3,2023-03,경기,30.433070866141733,72.08567741935484,49.21259842519685,103.128,13.0,4.0
2023,4,2023-04,경기,22.19842519685039,67.22533333333334,34.05275590551182,100.30560000000003,3.0,3.0
2023,5,2023-05,경기,18.3738887477775,40.984,29.559055118110237,60.216,0.0,1.0
2023,6,2023-06,경기,16.90997375328084,,23.323622047244097,,0.0,
2023,7,2023-07,경기,14.943357886715772,26.69806451612903,19.96062992125984,39.648,1.0,0.0
2023,8,2023-08,경기,12.292354584709171,22.303483870967742,20.559055118110237,32.84,0.0,0.0
2023,9,2023-09,경기,11.777427821522311,22.791999999999998,18.694488188976383,32.99680000000001,0.0,0.0
2023,10,2023-10,경기,16.38785877571755,31.510967741935488,26.88976377952756,42.712,2.0,0.0
2023,11,2023-11,경기,17.70236220472441,32.616,31.00393700787402,50.507200000000005,2.0,0.0
2023,12,2023-12,경기,22.092964185928373,,40.37007874015748,,5.0,
2024,1,2024-01,경기,25.040132080264165,37.2658064516129,45.36220472440945,64.28,6.0,0.0
2024,2,2024-02,경기,,33.519714285714294,,62.6096,,0.0
2024,3,2024-03,경기,,52.57264516129032,,94.56,,3.0
2024,4,2024-04,경기,21.89002624671916,52.90666666666665,30.45669291338583,88.82480000000001,1.0,2.0
2024,5,2024-05,경기,,31.446451612903214,,44.568,,0.0
2024,6,2024-06,경기,,31.888,,43.543200000000006,,0.0
2024,7,2024-07,경기,10.628905257810514,20.642064516129032,22.133858267716537,34.88,0.0,0.0
2024,8,2024-08,경기,,24.042322580645163,,33.112,,0.0
2024,9,2024-09,경기,8.814435695538059,17.174400000000002,17.991338582677162,29.2512,0.0,0.0
2024,10,2024-10,경기,,23.603096774193546,,36.024,,0.0
2024,11,2024-11,경기,,29.604,,41.7384,,0.0
2024,12,2024-12,경기,,34.003354838709676,,53.544,,0.0
2025,1,2025-01,경기,,39.01496774193548,,55.416,,1.0
2025,2,2025-02,경기,,34.80542857142857,,60.264,,0.0
2025,3,2025-03,경기,,53.47225806451613,,84.72,,2.0
2025,4,2025-04,경기,,41.06453333333333,,58.211200000000005,,0.0
2025,5,2025-05,경기,,32.916387096774194,,47.592,,0.0
2025,6,2025-06,경기,,30.11173333333333,,41.263200000000005,,0.0
2025,7,2025-07,경기,,22.711225806451612,,34.504,,0.0
2025,8,2025-08,경기,,20.84464516129032,,28.872,,0.0
2025,9,2025-09,경기,,18.805913978494626,,28.217741935483872,,0.0
2025,11,2025-11,경기,,40.92910052910053,,57.821428571428605,,0.0
2025,12,2025-12,경기,,2.356129032258065,,0.0,,0.0
2018,1,2018-01,경남,17.979354838709675,40.05935483870966,33.64,68.52,3.0,0.0
2018,2,2018-02,경남,20.93857142857143,45.991428571428564,37.94,71.692,4.0,0.0
2018,3,2018-03,경남,19.88774193548387,41.12,32.84,67.52,3.0,0.0
2018,4,2018-04,경남,20.439999999999998,59.69733333333333,29.580000000000005,85.82800000000002,2.0,2.0
2018,5,2018-05,경남,17.82193548387097,41.20903225806452,27.0,64.56,2.0,0.0
2018,6,2018-06,경남,20.555999999999994,40.43199999999999,33.65200000000001,57.75200000000001,3.0,0.0
2018,7,2018-07,경남,15.958709677419353,33.08129032258064,28.52,51.36,2.0,0.0
2018,8,2018-08,경남,10.22709677419355,25.994838709677424,15.04,30.76,0.0,0.0
2018,9,2018-09,경남,10.814666666666666,27.483999999999998,16.244000000000003,40.78,0.0,0.0
2018,10,2018-10,경남,13.541935483870967,32.398709677419355,22.52,52.48,1.0,0.0
2018,11,2018-11,경남,21.747999999999998,50.684000000000005,28.400000000000002,69.62400000000005,1.0,2.0
2018,12,2018-12,경남,14.189247311827957,34.18709677419355,25.5,60.666666666666664,2.0,0.0
