year,month,ym,sido_name,resp_total
2018,8,2018-08,제주,10507
2018,9,2018-09,제주,13493
2018,10,2018-10,제주,18846
2018,11,2018-11,제주,20268
2018,12,2018-12,제주,24325
2019,1,2019-01,제주,21131
2019,2,2019-02,제주,15026
2019,3,2019-03,제주,18259
2019,4,2019-04,제주,19870
2019,5,2019-05,제주,17446
2019,6,2019-06,제주,13108
2019,7,2019-07,제주,12671
2019,8,2019-08,제주,11141
2019,9,2019-09,제주,13426
2019,10,2019-10,제주,18412
2019,11,2019-11,제주,19667
2019,12,2019-12,제주,23210
2020,1,2020-01,제주,25617
2020,2,2020-02,제주,16851
2020,3,2020-03,제주,10529
2020,4,2020-04,제주,9871
2020,5,2020-05,제주,9360
2020,6,2020-06,제주,8850
2020,7,2020-07,제주,9904
2020,8,2020-08,제주,8572
2020,9,2020-09,제주,8712
2020,10,2020-10,제주,11105
2020,11,2020-11,제주,12415
2020,12,2020-12,제주,11666
2021,1,2021-01,제주,6391
2021,2,2021-02,제주,7326
2021,3,2021-03,제주,10276
2021,4,2021-04,제주,10553
2021,5,2021-05,제주,8762
2021,6,2021-06,제주,8058
2021,7,2021-07,제주,6803
2021,8,2021-08,제주,6133
2021,9,2021-09,제주,6564
2021,10,2021-10,제주,12770
2021,11,2021-11,제주,15376
2021,12,2021-12,제주,12400
2022,1,2022-01,제주,11737
2022,2,2022-02,제주,16542
2022,3,2022-03,제주,29159
2022,4,2022-04,제주,18350
2022,5,2022-05,제주,13080
2022,6,2022-06,제주,10039
2022,7,2022-07,제주,13795
2022,8,2022-08,제주,15279
2022,9,2022-09,제주,12031
2022,10,2022-10,제주,16844
2022,11,2022-11,제주,17777
2022,12,2022-12,제주,25640
2023,1,2023-01,제주,18596
2023,2,2023-02,제주,15852
2023,3,2023-03,제주,20732
2023,4,2023-04,제주,22431
2023,5,2023-05,제주,23581
2023,6,2023-06,제주,19243
2023,7,2023-07,제주,18288
2023,8,2023-08,제주,15569
2023,9,2023-09,제주,14316
2023,10,2023-10,제주,18777
2023,11,2023-11,제주,23957
2023,12,2023-12,제주,26697
2024,1,2024-01,제주,22292
2024,2,2024-02,제주,16706
2024,3,2024-03,제주,19751
2024,4,2024-04,제주,17425
2024,5,2024-05,제주,16386
2024,6,2024-06,제주,13674
2024,7,2024-07,제주,18963
2024,8,2024-08,제주,15495
2024,9,2024-09,제주,11253
2024,10,2024-10,제주,13836
2024,11,2024-11,제주,16732
2024,12,2024-12,제주,22250
2018,1,2018-01,충남,105919
2018,2,2018-02,충남,63362
2018,3,2018-03,충남,60585
2018,4,2018-04,충남,62828
2018,5,2018-05,충남,57033
2018,6,2018-06,충남,41697
2018,7,2018-07,충남,34030
2018,8,2018-08,충남,30317
2018,9,2018-09,충남,47005
2018,10,2018-10,충남,63146
2018,11,2018-11,충남,70760
2018,12,2018-12,충남,94091
2019,1,2019-01,충남,70121
2019,2,2019-02,충남,48922
2019,3,2019-03,충남,58120
2019,4,2019-04,충남,67723
2019,5,2019-05,충남,57296
2019,6,2019-06,충남,39522
2019,7,2019-07,충남,36372
2019,8,2019-08,충남,32041
2019,9,2019-09,충남,46949
2019,10,2019-10,충남,60225
2019,11,2019-11,충남,64585
2019,12,2019-12,충남,75151
2020,1,2020-01,충남,84825
2020,2,2020-02,충남,52549
2020,3,2020-03,충남,33378
2020,4,2020-04,충남,23258
2020,5,2020-05,충남,24589
2020,6,2020-06,충남,24369
2020,7,2020-07,충남,23401
2020,8,2020-08,충남,20210
2020,9,2020-09,충남,26493
2020,10,2020-10,충남,29215
2020,11,2020-11,충남,33197
2020,12,2020-12,충남,29602
2021,1,2021-01,충남,22643
2021,2,2021-02,충남,19862
2021,3,2021-03,충남,24828
2021,4,2021-04,충남,26687
2021,5,2021-05,충남,23850
2021,6,2021-06,충남,21150
2021,7,2021-07,충남,16499
2021,8,2021-08,충남,16472
2021,9,2021-09,충남,22362
2021,10,2021-10,충남,27308
2021,11,2021-11,충남,37152
2021,12,2021-12,충남,32980
2022,1,2022-01,충남,31127
2022,2,2022-02,충남,42387
2022,3,2022-03,충남,72484
2022,4,2022-04,충남,47483
2022,5,2022-05,충남,29208
2022,6,2022-06,충남,22220
2022,7,2022-07,충남,28718
2022,8,2022-08,충남,36230
2022,9,2022-09,충남,34073
2022,10,2022-10,충남,38414
2022,11,2022-11,충남,47641
2022,12,2022-12,충남,59399
2023,1,2023-01,충남,48413
2023,2,2023-02,충남,37466
2023,3,2023-03,충남,50946
2023,4,2023-04,충남,61152
2023,5,2023-05,충남,56997
2023,6,2023-06,충남,39487
2023,7,2023-07,충남,41428
2023,8,2023-08,충남,39450
2023,9,2023-09,충남,42058
2023,10,2023-10,충남,57592
2023,11,2023-11,충남,69040
2023,12,2023-12,충남,76447
2024,1,2024-01,충남,69096
2024,2,2024-02,충남,52009
2024,3,2024-03,충남,56321
2024,4,2024-04,충남,52448
2024,5,2024-05,충남,48482
2024,6,2024-06,충남,36623
2024,7,2024-07,충남,42077
2024,8,2024-08,충남,54127
2024,9,2024-09,충남,39049
2024,10,2024-10,충남,46899
2024,11,2024-11,충남,54346
2024,12,2024-12,충남,70574
2018,1,2018-01,충북,70466
2018,2,2018-02,충북,43540
2018,3,2018-03,충북,41028
2018,4,2018-04,충북,44841
2018,5,2018-05,충북,42569
2018,6,2018-06,충북,32286
2018,7,2018-07,충북,27741
2018,8,2018-08,충북,24867
2018,9,2018-09,충북,35400
2018,10,2018-10,충북,44760
2018,11,2018-11,충북,52987
2018,12,2018-12,충북,66158
2019,1,2019-01,충북,50929
2019,2,2019-02,충북,35279
2019,3,2019-03,충북,43592
2019,4,2019-04,충북,51420
2019,5,2019-05,충북,42968
2019,6,2019-06,충북,30291
2019,7,2019-07,충북,27982
2019,8,2019-08,충북,24924
2019,9,2019-09,충북,35719
2019,10,2019-10,충북,45831
2019,11,2019-11,충북,48417
2019,12,2019-12,충북,53456
2020,1,2020-01,충북,57161
2020,2,2020-02,충북,38525
2020,3,2020-03,충북,24745
2020,4,2020-04,충북,18206
2020,5,2020-05,충북,19821
2020,6,2020-06,충북,19891
2020,7,2020-07,충북,18971
2020,8,2020-08,충북,16424
2020,9,2020-09,충북,20947
2020,10,2020-10,충북,21962
2020,11,2020-11,충북,26458
2020,12,2020-12,충북,20289
2021,1,2021-01,충북,14953
2021,2,2021-02,충북,15332
2021,3,2021-03,충북,20808
2021,4,2021-04,충북,22984
2021,5,2021-05,충북,20351
2021,6,2021-06,충북,18401
2021,7,2021-07,충북,14655
2021,8,2021-08,충북,13611
2021,9,2021-09,충북,18644
2021,10,2021-10,충북,23033
2021,11,2021-11,충북,29760
2021,12,2021-12,충북,24592
2022,1,2022-01,충북,22473
2022,2,2022-02,충북,29569
2022,3,2022-03,충북,56161
2022,4,2022-04,충북,38769
2022,5,2022-05,충북,25544
2022,6,2022-06,충북,19857
2022,7,2022-07,충북,23187
2022,8,2022-08,충북,31974
2022,9,2022-09,충북,29794
2022,10,2022-10,충북,32284
2022,11,2022-11,충북,38988
2022,12,2022-12,충북,48037
2023,1,2023-01,충북,39818
2023,2,2023-02,충북,31368
2023,3,2023-03,충북,39231
2023,4,2023-04,충북,44206
2023,5,2023-05,충북,41859
2023,6,2023-06,충북,29010
2023,7,2023-07,충북,31153
2023,8,2023-08,충북,29497
2023,9,2023-09,충북,32262
2023,10,2023-10,충북,42574
2023,11,2023-11,충북,51009
2023,12,2023-12,충북,55073
2024,1,2024-01,충북,47942
2024,2,2024-02,충북,36747
2024,3,2024-03,충북,40125
2024,4,2024-04,충북,37585
2024,5,2024-05,충북,34259
2024,6,2024-06,충북,26135
2024,7,2024-07,충북,30825
2024,8,2024-08,충북,37906
2024,9,2024-09,충북,29285
2024,10,2024-10,충북,35596
2024,11,2024-11,충북,39418
2024,12,2024-12,충북,53021
