date,year,month,ym,sido_name,y_hat,base_daily,w_today,y_day_hat,risk_score,risk_level
2023-12-01,2023,12,2023-12,강원,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,경기,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,경남,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,경북,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,광주,2351.5980852932344,75.85800275139465,1.2,91.02960330167357,97.62336951056352,Very High
2023-12-01,2023,12,2023-12,대구,2351.5980852932344,75.85800275139465,1.2,91.02960330167357,97.62336951056352,Very High
2023-12-01,2023,12,2023-12,대전,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,부산,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,서울,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,세종,2351.5980852932344,75.85800275139465,1.2,91.02960330167357,97.62336951056352,Very High
2023-12-01,2023,12,2023-12,울산,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,인천,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,제주,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,충남,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
2023-12-01,2023,12,2023-12,충북,2863.3165969341007,92.36505151400326,1.2,110.8380618168039,100.0,Very High
